KSSS,w1,w2,w3,weights_mape_pct,ml_best_model,ml_best_mape_pct,chosen_source,chosen_model,chosen_w1,chosen_w2,chosen_w3,chosen_mape_pct
136945,0.19,0.59,0.22,21.4,SARIMAX,12.897,ml,SARIMAX,,,,12.897
133735,0.0,0.25,0.75,13.26,RandomForest,12.932,ml,RandomForest,,,,12.932
134044,0.0,0.07,0.93,18.72,RandomForest,12.943,ml,RandomForest,,,,12.943
133464,0.0,0.78,0.22,61.47,SARIMAX,12.955,ml,SARIMAX,,,,12.955
133514,0.34,0.2,0.46,16.68,HoltWinters,12.957,ml,HoltWinters,,,,12.957
125611,0.0,0.39,0.61,16.09,RandomForest,12.966,ml,RandomForest,,,,12.966
140402,0.0,0.32,0.68,13.47,RandomForest,12.968,ml,RandomForest,,,,12.968
133463,0.45,0.48,0.07,93.51,SARIMAX,12.991,ml,SARIMAX,,,,12.991
3067,0.41,0.33,0.26,16.2,RandomForest,12.993,ml,RandomForest,,,,12.993
9314,1.0,0.0,0.0,1131.5,SARIMAX,13.009,ml,SARIMAX,,,,13.009
133660,0.1,0.44,0.46,16.25,SARIMAX,13.032,ml,SARIMAX,,,,13.032
1954,0.0,0.2,0.8,13.14,HoltWinters,13.033,ml,HoltWinters,,,,13.033
133279,0.05,0.0,0.95,13.83,SARIMAX,13.064,ml,SARIMAX,,,,13.064
2606,0.0,0.49,0.51,29.0,HoltWinters,13.107,ml,HoltWinters,,,,13.107
160020,0.0,0.32,0.68,14.56,SARIMAX,13.119,ml,SARIMAX,,,,13.119
133336,0.12,0.58,0.3,13.43,RandomForest,13.123,ml,RandomForest,,,,13.123
6421,0.43,0.09,0.48,18.7,RandomForest,13.129,ml,RandomForest,,,,13.129
175001,0.0,0.0,1.0,100.0,SARIMAX,13.193,ml,SARIMAX,,,,13.193
3762,0.41,0.21,0.38,20.98,RandomForest,13.203,ml,RandomForest,,,,13.203
133437,0.0,0.61,0.39,21.23,RandomForest,13.209,ml,RandomForest,,,,13.209
134150,0.0,0.71,0.29,14.66,RandomForest,13.209,ml,RandomForest,,,,13.209
133554,0.19,0.25,0.56,15.98,HoltWinters,13.217,ml,HoltWinters,,,,13.217
171803,0.0,1.0,0.0,44.59,HoltWinters,13.222,ml,HoltWinters,,,,13.222
5044,0.0,0.14,0.86,252.37,SARIMAX,13.271,ml,SARIMAX,,,,13.271
39603,0.08,0.06,0.86,15.04,SARIMAX,13.283,ml,SARIMAX,,,,13.283
133316,0.05,0.29,0.66,15.02,HoltWinters,13.29,ml,HoltWinters,,,,13.29
155041,0.0,0.21,0.79,29.24,HoltWinters,13.292,ml,HoltWinters,,,,13.292
2740,0.61,0.1,0.29,16.79,RandomForest,13.306,ml,RandomForest,,,,13.306
9749,0.0,0.09,0.91,16.03,HoltWinters,13.338,ml,HoltWinters,,,,13.338
136927,0.0,0.88,0.12,26.75,SARIMAX,13.347,ml,SARIMAX,,,,13.347
3504,0.0,0.72,0.28,25.59,RandomForest,13.371,ml,RandomForest,,,,13.371
133639,0.0,0.0,1.0,61.73,RandomForest,13.38,ml,RandomForest,,,,13.38
155091,0.0,0.74,0.26,21.98,RandomForest,13.398,ml,RandomForest,,,,13.398
135025,0.5,0.5,0.0,19.24,SARIMAX,13.403,ml,SARIMAX,,,,13.403
173402,0.0,0.0,1.0,100.0,HoltWinters,13.404,ml,HoltWinters,,,,13.404
133454,0.04,0.08,0.88,14.37,SARIMAX,13.503,ml,SARIMAX,,,,13.503
1893,0.0,0.4,0.6,15.67,HoltWinters,13.51,ml,HoltWinters,,,,13.51
163223,0.47,0.18,0.35,13.72,RandomForest,13.527,ml,RandomForest,,,,13.527
2892,0.0,0.5,0.5,17.13,RandomForest,13.562,ml,RandomForest,,,,13.562
133330,0.0,0.2,0.8,31.72,RandomForest,13.617,ml,RandomForest,,,,13.617
133807,0.28,0.29,0.43,15.08,RandomForest,13.627,ml,RandomForest,,,,13.627
5021,0.21,0.44,0.35,34.07,SARIMAX,13.663,ml,SARIMAX,,,,13.663
133233,,,,,RandomForest,13.679,ml,RandomForest,,,,13.679
135057,0.0,0.45,0.55,14.46,HoltWinters,13.708,ml,HoltWinters,,,,13.708
155117,0.0,0.79,0.21,35.2,RandomForest,13.725,ml,RandomForest,,,,13.725
135003,0.0,0.6,0.4,22.71,RandomForest,13.726,ml,RandomForest,,,,13.726
155008,0.17,0.61,0.22,20.48,RandomForest,13.726,ml,RandomForest,,,,13.726
1992,0.7,0.19,0.11,15.61,RandomForest,13.736,ml,RandomForest,,,,13.736
7286,0.37,0.51,0.12,15.45,SARIMAX,13.784,ml,SARIMAX,,,,13.784
134130,0.0,0.6,0.4,15.41,RandomForest,13.795,ml,RandomForest,,,,13.795
1911,0.39,0.4,0.21,20.15,RandomForest,13.846,ml,RandomForest,,,,13.846
57402,0.0,1.0,0.0,283.7,HoltWinters,13.883,ml,HoltWinters,,,,13.883
1278,0.86,0.0,0.14,16.6,RandomForest,13.884,ml,RandomForest,,,,13.884
36002,0.0,0.45,0.55,24.41,RandomForest,13.892,ml,RandomForest,,,,13.892
42601,0.0,0.55,0.45,17.64,SARIMAX,13.918,ml,SARIMAX,,,,13.918
3831,0.93,0.0,0.07,19.05,RandomForest,13.938,ml,RandomForest,,,,13.938
134186,0.0,0.6,0.4,14.25,RandomForest,13.956,ml,RandomForest,,,,13.956
125656,0.03,0.08,0.89,15.62,SARIMAX,13.974,ml,SARIMAX,,,,13.974
83603,0.0,0.49,0.51,41.67,HoltWinters,13.976,ml,HoltWinters,,,,13.976
155107,0.0,0.0,1.0,111.83,RandomForest,13.986,ml,RandomForest,,,,13.986
133726,0.2,0.8,0.0,32.07,RandomForest,13.992,ml,RandomForest,,,,13.992
160014,1.0,0.0,0.0,654.18,SARIMAX,14.03,ml,SARIMAX,,,,14.03
134025,0.73,0.19,0.08,26.51,RandomForest,14.052,ml,RandomForest,,,,14.052
134155,0.43,0.23,0.34,15.13,RandomForest,14.095,ml,RandomForest,,,,14.095
134168,0.42,0.3,0.28,15.17,HoltWinters,14.107,ml,HoltWinters,,,,14.107
134040,0.85,0.14,0.01,241.34,RandomForest,14.13,ml,RandomForest,,,,14.13
125619,0.46,0.54,0.0,20.82,RandomForest,14.158,ml,RandomForest,,,,14.158
3344,0.15,0.24,0.61,22.04,RandomForest,14.167,ml,RandomForest,,,,14.167
3170,0.0,0.72,0.28,24.65,HoltWinters,14.258,ml,HoltWinters,,,,14.258
2899,0.16,0.46,0.38,31.39,HoltWinters,14.259,ml,HoltWinters,,,,14.259
89402,0.07,0.39,0.54,15.87,RandomForest,14.293,ml,RandomForest,,,,14.293
3205,0.78,0.09,0.13,14.86,RandomForest,14.331,ml,RandomForest,,,,14.331
133733,0.69,0.3,0.01,22.75,RandomForest,14.338,ml,RandomForest,,,,14.338
136905,0.0,0.26,0.74,14.75,RandomForest,14.349,ml,RandomForest,,,,14.349
8901,0.93,0.07,-0.0,48.62,SARIMAX,14.355,ml,SARIMAX,,,,14.355
133522,0.0,0.84,0.16,57.79,HoltWinters,14.356,ml,HoltWinters,,,,14.356
155115,0.49,0.24,0.27,19.79,HoltWinters,14.372,ml,HoltWinters,,,,14.372
5022,0.0,1.0,0.0,59.67,SARIMAX,14.399,ml,SARIMAX,,,,14.399
133768,0.0,0.11,0.89,16.34,RandomForest,14.464,ml,RandomForest,,,,14.464
170009,0.0,0.0,1.0,45.01,RandomForest,14.521,ml,RandomForest,,,,14.521
163207,0.48,0.22,0.3,14.66,RandomForest,14.522,ml,RandomForest,,,,14.522
167601,0.0,1.0,0.0,58.72,RandomForest,14.567,ml,RandomForest,,,,14.567
1827,0.0,0.32,0.68,18.32,HoltWinters,14.59,ml,HoltWinters,,,,14.59
150402,0.0,0.77,0.23,20.74,SARIMAX,14.6,ml,SARIMAX,,,,14.6
133491,0.02,0.0,0.98,67.18,HoltWinters,14.632,ml,HoltWinters,,,,14.632
5075,0.02,0.05,0.93,34.35,HoltWinters,14.68,ml,HoltWinters,,,,14.68
2266,0.25,0.39,0.36,18.8,SARIMAX,14.781,ml,SARIMAX,,,,14.781
39207,0.45,0.11,0.44,21.99,HoltWinters,14.796,ml,HoltWinters,,,,14.796
155040,0.0,0.18,0.82,16.87,RandomForest,14.837,ml,RandomForest,,,,14.837
5076,0.0,0.08,0.92,15.46,SARIMAX,14.849,ml,SARIMAX,,,,14.849
155132,0.51,0.06,0.43,18.01,RandomForest,14.855,ml,RandomForest,,,,14.855
5078,0.08,0.01,0.91,17.5,SARIMAX,14.898,ml,SARIMAX,,,,14.898
171012,0.0,0.0,1.0,35.21,RandomForest,14.948,ml,RandomForest,,,,14.948
125635,0.91,0.09,-0.0,28.27,HoltWinters,14.967,ml,HoltWinters,,,,14.967
45204,0.0,0.68,0.32,21.42,HoltWinters,15.076,ml,HoltWinters,,,,15.076
136937,0.98,0.0,0.02,15.92,RandomForest,15.079,ml,RandomForest,,,,15.079
134069,0.32,0.68,-0.0,18.94,SARIMAX,15.113,ml,SARIMAX,,,,15.113
92403,0.29,0.44,0.27,23.03,RandomForest,15.127,ml,RandomForest,,,,15.127
174801,0.0,0.0,1.0,100.0,RandomForest,15.129,ml,RandomForest,,,,15.129
134181,0.41,0.3,0.29,18.71,HoltWinters,15.163,ml,HoltWinters,,,,15.163
125636,0.08,0.46,0.46,18.0,HoltWinters,15.171,ml,HoltWinters,,,,15.171
133694,0.0,0.19,0.81,27.01,SARIMAX,15.177,ml,SARIMAX,,,,15.177
5086,0.16,0.21,0.63,54.36,SARIMAX,15.183,ml,SARIMAX,,,,15.183
134042,0.01,0.55,0.44,18.08,HoltWinters,15.2,ml,HoltWinters,,,,15.2
133781,0.71,0.23,0.06,19.52,RandomForest,15.201,ml,RandomForest,,,,15.201
155127,0.0,0.77,0.23,107.45,RandomForest,15.303,ml,RandomForest,,,,15.303
5020,0.09,0.29,0.62,17.4,HoltWinters,15.368,ml,HoltWinters,,,,15.368
170005,0.0,1.0,0.0,55.27,RandomForest,15.396,ml,RandomForest,,,,15.396
133775,0.21,0.55,0.24,18.22,HoltWinters,15.414,ml,HoltWinters,,,,15.414
133746,0.0,0.93,0.07,25.73,HoltWinters,15.576,ml,HoltWinters,,,,15.576
160042,0.0,0.42,0.58,21.8,SARIMAX,15.661,ml,SARIMAX,,,,15.661
133684,0.38,0.0,0.62,20.32,RandomForest,15.682,ml,RandomForest,,,,15.682
4172,0.11,0.39,0.5,17.01,RandomForest,15.764,ml,RandomForest,,,,15.764
155029,0.19,0.24,0.57,16.35,HoltWinters,15.806,ml,HoltWinters,,,,15.806
155026,0.57,0.43,0.0,21.88,RandomForest,15.908,ml,RandomForest,,,,15.908
1275,0.42,0.26,0.32,18.42,RandomForest,15.913,ml,RandomForest,,,,15.913
6482,0.09,0.26,0.65,16.65,SARIMAX,15.928,ml,SARIMAX,,,,15.928
133604,0.97,0.03,0.0,22.61,RandomForest,16.018,ml,RandomForest,,,,16.018
136815,0.31,0.46,0.23,21.49,HoltWinters,16.04,ml,HoltWinters,,,,16.04
160017,0.0,0.79,0.21,83.45,HoltWinters,16.052,ml,HoltWinters,,,,16.052
160049,0.0,0.42,0.58,17.02,RandomForest,16.057,ml,RandomForest,,,,16.057
171805,0.0,1.0,0.0,49.45,RandomForest,16.084,ml,RandomForest,,,,16.084
155106,0.0,0.57,0.43,88.84,SARIMAX,16.245,ml,SARIMAX,,,,16.245
133628,0.96,0.03,0.01,17.43,HoltWinters,16.257,ml,HoltWinters,,,,16.257
89802,0.0,0.45,0.55,31.44,RandomForest,16.257,ml,RandomForest,,,,16.257
127801,0.97,0.0,0.03,21.82,RandomForest,16.309,ml,RandomForest,,,,16.309
160018,0.74,0.26,0.0,200.67,RandomForest,16.474,ml,RandomForest,,,,16.474
3758,0.0,0.74,0.26,36.34,RandomForest,16.506,ml,RandomForest,,,,16.506
160043,0.0,0.48,0.52,25.89,HoltWinters,16.513,ml,HoltWinters,,,,16.513
2988,0.0,0.08,0.92,16.96,RandomForest,16.542,ml,RandomForest,,,,16.542
134187,0.0,0.7,0.3,18.13,RandomForest,16.571,ml,RandomForest,,,,16.571
134015,0.0,0.58,0.42,63.19,SARIMAX,16.607,ml,SARIMAX,,,,16.607
160010,0.3,0.33,0.37,21.14,RandomForest,16.611,ml,RandomForest,,,,16.611
155069,0.0,1.0,0.0,154.81,RandomForest,16.62,ml,RandomForest,,,,16.62
5010,0.18,0.45,0.37,56.63,HoltWinters,16.68,ml,HoltWinters,,,,16.68
133542,0.03,0.47,0.5,23.79,RandomForest,16.724,ml,RandomForest,,,,16.724
133327,0.17,0.51,0.32,18.45,RandomForest,16.757,ml,RandomForest,,,,16.757
3209,0.11,0.83,0.06,83.67,RandomForest,16.864,ml,RandomForest,,,,16.864
1779,0.93,0.01,0.06,19.25,RandomForest,16.878,ml,RandomForest,,,,16.878
1810,0.39,0.43,0.18,22.74,RandomForest,16.923,ml,RandomForest,,,,16.923
133436,0.0,1.0,0.0,26.79,RandomForest,16.998,ml,RandomForest,,,,16.998
134185,0.0,0.49,0.51,19.36,SARIMAX,17.079,ml,SARIMAX,,,,17.079
133779,0.0,0.46,0.54,21.69,RandomForest,17.209,ml,RandomForest,,,,17.209
3359,0.47,0.53,0.0,23.06,SARIMAX,17.255,ml,SARIMAX,,,,17.255
5033,0.0,1.0,0.0,39.82,RandomForest,17.278,ml,RandomForest,,,,17.278
59002,0.42,0.0,0.58,19.71,RandomForest,17.284,ml,RandomForest,,,,17.284
133741,0.0,0.92,0.08,26.9,RandomForest,17.323,ml,RandomForest,,,,17.323
7608,0.4,0.35,0.25,17.72,RandomForest,17.328,ml,RandomForest,,,,17.328
94005,0.87,0.13,0.0,18.01,RandomForest,17.407,ml,RandomForest,,,,17.407
62405,0.0,0.53,0.47,33.34,HoltWinters,17.509,ml,HoltWinters,,,,17.509
133484,0.34,0.29,0.37,36.4,RandomForest,17.534,ml,RandomForest,,,,17.534
155125,0.36,0.46,0.18,17.77,SARIMAX,17.546,ml,SARIMAX,,,,17.546
3211,0.25,0.18,0.57,21.62,RandomForest,17.564,ml,RandomForest,,,,17.564
163408,0.55,0.0,0.45,43.52,RandomForest,17.596,ml,RandomForest,,,,17.596
3983,0.0,0.05,0.95,49.67,HoltWinters,17.799,ml,HoltWinters,,,,17.799
135007,0.09,0.37,0.54,19.12,SARIMAX,17.806,ml,SARIMAX,,,,17.806
3634,0.09,0.85,0.06,29.22,RandomForest,17.825,ml,RandomForest,,,,17.825
133766,0.0,0.12,0.88,19.21,RandomForest,17.868,ml,RandomForest,,,,17.868
133237,0.33,0.5,0.17,18.77,HoltWinters,17.962,ml,HoltWinters,,,,17.962
2893,0.0,0.49,0.51,32.73,HoltWinters,17.966,ml,HoltWinters,,,,17.966
134026,0.24,0.63,0.13,18.7,SARIMAX,17.988,ml,SARIMAX,,,,17.988
133810,0.0,0.21,0.79,19.67,HoltWinters,18.01,ml,HoltWinters,,,,18.01
1943,0.0,0.91,0.09,25.46,RandomForest,18.031,ml,RandomForest,,,,18.031
134066,0.1,0.73,0.17,24.17,HoltWinters,18.051,ml,HoltWinters,,,,18.051
8966,0.0,0.0,1.0,24.13,RandomForest,18.056,ml,RandomForest,,,,18.056
133769,0.0,1.0,0.0,28.71,SARIMAX,18.079,ml,SARIMAX,,,,18.079
1265,0.0,0.41,0.59,36.18,RandomForest,18.17,ml,RandomForest,,,,18.17
162622,0.55,0.17,0.28,18.48,RandomForest,18.297,ml,RandomForest,,,,18.297
136917,0.0,0.7,0.3,22.0,HoltWinters,18.309,ml,HoltWinters,,,,18.309
155018,0.64,0.18,0.18,22.27,RandomForest,18.311,ml,RandomForest,,,,18.311
135024,0.0,0.42,0.58,55.64,RandomForest,18.41,ml,RandomForest,,,,18.41
8754,0.0,1.0,0.0,40.9,RandomForest,18.44,ml,RandomForest,,,,18.44
3150,0.0,0.62,0.38,18.86,HoltWinters,18.454,ml,HoltWinters,,,,18.454
137606,,,,,RandomForest,18.651,ml,RandomForest,,,,18.651
1822,0.0,0.79,0.21,53.57,RandomForest,18.733,ml,RandomForest,,,,18.733
160006,0.2,0.24,0.56,308.54,RandomForest,18.914,ml,RandomForest,,,,18.914
134197,0.34,0.22,0.44,19.06,RandomForest,19.043,ml,RandomForest,,,,19.043
155130,0.69,0.22,0.09,20.99,HoltWinters,19.203,ml,HoltWinters,,,,19.203
135046,0.0,0.69,0.31,58.18,HoltWinters,19.233,ml,HoltWinters,,,,19.233
133312,0.0,0.5,0.5,19.79,HoltWinters,19.324,ml,HoltWinters,,,,19.324
6434,0.15,0.47,0.38,22.51,HoltWinters,19.35,ml,HoltWinters,,,,19.35
6458,0.0,0.36,0.64,23.61,SARIMAX,19.351,ml,SARIMAX,,,,19.351
60002,0.0,0.41,0.59,30.13,RandomForest,19.461,ml,RandomForest,,,,19.461
161203,0.5,0.3,0.2,21.19,RandomForest,19.535,ml,RandomForest,,,,19.535
64801,0.43,0.57,0.0,19.93,RandomForest,19.549,ml,RandomForest,,,,19.549
125626,,,,,SARIMAX,19.582,ml,SARIMAX,,,,19.582
155072,0.0,0.36,0.64,139.34,SARIMAX,19.658,ml,SARIMAX,,,,19.658
37401,0.0,0.9,0.1,25.25,RandomForest,19.783,ml,RandomForest,,,,19.783
160053,0.0,0.77,0.23,126.0,RandomForest,19.806,ml,RandomForest,,,,19.806
163806,0.35,0.52,0.13,27.8,RandomForest,19.853,ml,RandomForest,,,,19.853
135056,0.54,0.46,-0.0,31.46,HoltWinters,20.063,ml,HoltWinters,,,,20.063
155067,0.0,0.54,0.46,26.02,RandomForest,20.123,ml,RandomForest,,,,20.123
2717,1.0,0.0,0.0,1055.66,RandomForest,20.463,ml,RandomForest,,,,20.463
3962,0.42,0.58,0.0,21.31,HoltWinters,20.478,ml,HoltWinters,,,,20.478
133380,0.06,0.84,0.1,29.61,RandomForest,20.59,ml,RandomForest,,,,20.59
133538,,,,,HoltWinters,20.647,ml,HoltWinters,,,,20.647
3645,0.28,0.52,0.2,23.81,RandomForest,20.745,ml,RandomForest,,,,20.745
8738,0.29,0.7,0.01,24.42,HoltWinters,20.875,ml,HoltWinters,,,,20.875
160052,0.18,0.21,0.61,31.3,HoltWinters,20.913,ml,HoltWinters,,,,20.913
3395,1.0,0.0,0.0,130.24,RandomForest,21.17,ml,RandomForest,,,,21.17
170030,0.09,0.1,0.81,29.64,HoltWinters,21.307,ml,HoltWinters,,,,21.307
170401,0.0,0.46,0.54,44.53,RandomForest,21.456,ml,RandomForest,,,,21.456
6453,,,,,RandomForest,21.513,ml,RandomForest,,,,21.513
160019,0.0,0.56,0.44,21.91,SARIMAX,21.765,ml,SARIMAX,,,,21.765
2664,0.46,0.54,0.0,24.73,HoltWinters,21.974,ml,HoltWinters,,,,21.974
160040,0.03,0.52,0.45,27.6,RandomForest,22.017,ml,RandomForest,,,,22.017
163209,,,,,RandomForest,22.151,ml,RandomForest,,,,22.151
133772,0.0,0.76,0.24,23.66,SARIMAX,22.514,ml,SARIMAX,,,,22.514
133253,0.0,0.26,0.74,39.41,HoltWinters,22.591,ml,HoltWinters,,,,22.591
3375,0.7,0.3,0.0,27.22,SARIMAX,22.633,ml,SARIMAX,,,,22.633
133303,0.04,0.76,0.2,22.99,RandomForest,22.835,ml,RandomForest,,,,22.835
64406,0.18,0.14,0.68,30.11,HoltWinters,22.896,ml,HoltWinters,,,,22.896
3865,0.0,0.59,0.41,26.19,HoltWinters,23.252,ml,HoltWinters,,,,23.252
2905,0.0,0.65,0.35,28.27,HoltWinters,23.292,ml,HoltWinters,,,,23.292
133488,0.0,0.72,0.28,24.82,HoltWinters,23.391,ml,HoltWinters,,,,23.391
170003,0.0,0.96,0.04,52.01,RandomForest,23.433,ml,RandomForest,,,,23.433
3002,0.76,0.24,0.0,28.19,RandomForest,23.458,ml,RandomForest,,,,23.458
135012,0.0,0.46,0.54,114.92,RandomForest,23.646,ml,RandomForest,,,,23.646
6427,1.0,0.0,0.0,151.7,RandomForest,23.987,ml,RandomForest,,,,23.987
62201,0.0,0.03,0.97,67.58,HoltWinters,23.994,ml,HoltWinters,,,,23.994
140610,,,,,RandomForest,24.473,ml,RandomForest,,,,24.473
1994,,,,,HoltWinters,25.06,ml,HoltWinters,,,,25.06
9465,0.29,0.0,0.71,84.56,RandomForest,25.32,ml,RandomForest,,,,25.32
133722,0.0,1.0,0.0,468.93,HoltWinters,25.347,ml,HoltWinters,,,,25.347
133326,1.0,0.0,0.0,216.04,RandomForest,25.557,ml,RandomForest,,,,25.557
133259,0.0,0.66,0.34,26.41,RandomForest,25.78,ml,RandomForest,,,,25.78
133813,0.11,0.63,0.26,27.39,RandomForest,26.071,ml,RandomForest,,,,26.071
134039,0.0,0.53,0.47,62.77,HoltWinters,26.466,ml,HoltWinters,,,,26.466
125640,0.75,0.0,0.25,29.02,RandomForest,27.459,ml,RandomForest,,,,27.459
3055,0.0,1.0,0.0,310.7,RandomForest,28.227,ml,RandomForest,,,,28.227
133572,0.0,0.64,0.36,33.53,RandomForest,29.338,ml,RandomForest,,,,29.338
6398,0.0,1.0,0.0,45.36,RandomForest,29.779,ml,RandomForest,,,,29.779
140612,,,,,RandomForest,29.88,ml,RandomForest,,,,29.88
3448,0.0,0.69,0.31,77.11,HoltWinters,29.971,ml,HoltWinters,,,,29.971
5025,0.0,0.33,0.67,70.19,HoltWinters,30.268,ml,HoltWinters,,,,30.268
2546,0.0,0.88,0.12,54.01,RandomForest,30.287,ml,RandomForest,,,,30.287
140611,,,,,RandomForest,30.435,ml,RandomForest,,,,30.435
155009,0.64,0.36,0.0,408.34,RandomForest,30.608,ml,RandomForest,,,,30.608
5059,0.0,1.0,0.0,150.45,RandomForest,30.743,ml,RandomForest,,,,30.743
172823,0.0,0.12,0.88,61.56,RandomForest,30.927,ml,RandomForest,,,,30.927
5060,0.0,0.76,0.24,39.13,RandomForest,31.4,ml,RandomForest,,,,31.4
133283,0.0,0.94,0.06,36.61,RandomForest,31.495,ml,RandomForest,,,,31.495
8958,0.26,0.74,0.0,56.56,HoltWinters,31.8,ml,HoltWinters,,,,31.8
1771,,,,,SARIMAX,32.21,ml,SARIMAX,,,,32.21
160076,0.0,1.0,0.0,154.31,SARIMAX,32.248,ml,SARIMAX,,,,32.248
134200,0.0,1.0,0.0,162.5,RandomForest,32.344,ml,RandomForest,,,,32.344
160038,,,,,SARIMAX,33.077,ml,SARIMAX,,,,33.077
133761,0.0,0.15,0.85,37.71,HoltWinters,34.739,ml,HoltWinters,,,,34.739
3369,0.0,0.24,0.76,178.72,SARIMAX,34.909,ml,SARIMAX,,,,34.909
133231,,,,,SARIMAX,35.212,ml,SARIMAX,,,,35.212
135042,0.0,0.46,0.54,47.65,HoltWinters,36.352,ml,HoltWinters,,,,36.352
170004,0.02,0.89,0.09,53.54,RandomForest,39.603,ml,RandomForest,,,,39.603
9341,0.0,0.97,0.03,105.57,HoltWinters,39.713,ml,HoltWinters,,,,39.713
133482,0.0,0.97,0.03,82.43,HoltWinters,39.813,ml,HoltWinters,,,,39.813
134001,0.89,0.11,-0.0,146.91,RandomForest,41.848,ml,RandomForest,,,,41.848
3161,0.0,1.0,0.0,10169.99,SARIMAX,42.501,ml,SARIMAX,,,,42.501
4174,0.5,0.0,0.5,150.96,RandomForest,44.429,ml,RandomForest,,,,44.429
170007,0.0,0.0,1.0,100.0,RandomForest,45.964,ml,RandomForest,,,,45.964
170002,0.0,0.0,1.0,100.0,SARIMAX,52.307,ml,SARIMAX,,,,52.307
174404,0.0,0.0,1.0,100.0,RandomForest,52.868,ml,RandomForest,,,,52.868
159002,0.0,1.0,0.0,98.41,RandomForest,52.909,ml,RandomForest,,,,52.909
170001,0.0,0.0,1.0,100.0,RandomForest,53.263,ml,RandomForest,,,,53.263
168201,0.02,0.23,0.75,71.22,RandomForest,57.447,ml,RandomForest,,,,57.447
169014,0.0,0.67,0.33,137.71,RandomForest,60.794,ml,RandomForest,,,,60.794
165610,0.31,0.0,0.69,102.53,RandomForest,63.903,ml,RandomForest,,,,63.903
169013,0.0,0.68,0.32,385.11,RandomForest,66.092,ml,RandomForest,,,,66.092
168202,0.14,0.06,0.8,80.01,RandomForest,67.373,ml,RandomForest,,,,67.373
155109,0.0,0.0,1.0,100.0,RandomForest,71.643,ml,RandomForest,,,,71.643
160063,0.62,0.38,0.0,97.81,RandomForest,72.117,ml,RandomForest,,,,72.117
165210,0.09,0.31,0.6,133.4,HoltWinters,73.868,ml,HoltWinters,,,,73.868
135004,0.0,0.01,0.99,297.64,RandomForest,74.137,ml,RandomForest,,,,74.137
135019,0.0,1.0,0.0,208.0,RandomForest,77.916,ml,RandomForest,,,,77.916
39202,1.0,0.0,0.0,101.58,SARIMAX,86.452,ml,SARIMAX,,,,86.452
151801,0.67,0.21,0.12,222.23,RandomForest,91.357,ml,RandomForest,,,,91.357
134049,0.0,0.0,1.0,429.43,HoltWinters,108.354,ml,HoltWinters,,,,108.354
2155,1.0,0.0,0.0,188.0,RandomForest,123.94,ml,RandomForest,,,,123.94
157202,0.0,1.0,0.0,10410.25,RandomForest,127.091,ml,RandomForest,,,,127.091
3160,0.0,1.0,0.0,9746.02,RandomForest,131.892,ml,RandomForest,,,,131.892
160016,,,,,HoltWinters,198.29,ml,HoltWinters,,,,198.29
165211,0.02,0.01,0.97,267.74,SARIMAX,219.664,ml,SARIMAX,,,,219.664
160075,,,,,RandomForest,478.068,ml,RandomForest,,,,478.068
132802,0.16,0.04,0.8,5.47,SARIMAX,7.332,weights,Весовая комбинация,0.16,0.04,0.8,5.47
3348,0.35,0.07,0.58,5.48,HoltWinters,7.265,weights,Весовая комбинация,0.35,0.07,0.58,5.48
3319,0.02,0.0,0.98,5.51,HoltWinters,8.208,weights,Весовая комбинация,0.02,0.0,0.98,5.51
7279,0.14,0.18,0.68,5.93,RandomForest,9.596,weights,Весовая комбинация,0.14,0.18,0.68,5.93
3364,0.13,0.0,0.87,6.08,RandomForest,14.935,weights,Весовая комбинация,0.13,0.0,0.87,6.08
65603,0.19,0.08,0.73,6.26,RandomForest,10.985,weights,Весовая комбинация,0.19,0.08,0.73,6.26
133525,0.02,0.06,0.92,6.28,RandomForest,6.531,weights,Весовая комбинация,0.02,0.06,0.92,6.28
123002,0.03,0.1,0.87,6.33,HoltWinters,11.241,weights,Весовая комбинация,0.03,0.1,0.87,6.33
3954,0.02,0.1,0.88,6.35,HoltWinters,6.674,weights,Весовая комбинация,0.02,0.1,0.88,6.35
133396,0.07,0.02,0.91,6.47,RandomForest,9.059,weights,Весовая комбинация,0.07,0.02,0.91,6.47
3734,0.66,0.0,0.34,6.48,RandomForest,18.488,weights,Весовая комбинация,0.66,0.0,0.34,6.48
3809,0.22,0.17,0.61,6.48,HoltWinters,7.619,weights,Весовая комбинация,0.22,0.17,0.61,6.48
133342,0.0,0.12,0.88,6.55,RandomForest,9.857,weights,Весовая комбинация,0.0,0.12,0.88,6.55
3325,0.22,0.05,0.73,6.63,SARIMAX,11.175,weights,Весовая комбинация,0.22,0.05,0.73,6.63
8907,0.14,0.09,0.77,6.65,HoltWinters,14.289,weights,Весовая комбинация,0.14,0.09,0.77,6.65
133727,0.0,0.1,0.9,6.73,HoltWinters,7.879,weights,Весовая комбинация,0.0,0.1,0.9,6.73
155135,0.14,0.03,0.83,6.8,SARIMAX,7.974,weights,Весовая комбинация,0.14,0.03,0.83,6.8
3317,0.12,0.02,0.86,6.81,HoltWinters,10.832,weights,Весовая комбинация,0.12,0.02,0.86,6.81
133597,0.16,0.17,0.67,6.86,RandomForest,7.644,weights,Весовая комбинация,0.16,0.17,0.67,6.86
159201,0.08,0.18,0.74,6.87,RandomForest,22.802,weights,Весовая комбинация,0.08,0.18,0.74,6.87
